"","Item_Number","Set_Name","Amazon_Price","Year","Pages","unique_pieces","Theme","Pieces","Price","Ages","Minifigures","Packaging","Weight","Availability","Size"
"587","41394","Heartlake City Hospital",NA,2020,NA,"153","Friends","379",NA,"Ages_6+","3,","Box","0.8Kg (1.76 lb)","Retail","Small"
"588","41395","Friendship Bus",NA,2020,NA,"286","Friends","778",NA,"Ages_8+","3,","Box","1.54Kg (3.39 lb)","Retail","Small"
"589","41396","Puppy Playground",NA,2020,NA,"41","Friends","57",NA,"Ages_4+","1,","Box","NA","Retail","Small"
"590","41397","Juice Truck",NA,2020,NA,"75","Friends","103",NA,"Ages_4+","2,","Box","0.32Kg (0.7 lb)","Retail","Small"
"591","41398","Stephanie's House",NA,2020,NA,"116","Friends","170",NA,"Ages_4+","3,","Box","0.56Kg (1.23 lb)","Retail","Small"
"592","41400","Andrea's Play Cube - Singer",NA,2020,NA,"32","Friends","49",NA,"Ages_6+","1,","Box","0.1Kg (0.22 lb)","Retail","Small"
"593","41401","Stephanie's Play Cube - Baker",NA,2020,NA,"37","Friends","44",NA,"Ages_6+","1,","Box","0.09Kg (0.2 lb)","Retail","Small"
"594","41402","Olivia's Play Cube - Researcher",NA,2020,NA,"34","Friends","40",NA,"Ages_6+","1,","Box","0.1Kg (0.22 lb)","Retail","Small"
"595","41403","Mia's Play Cube - Veterinarian",NA,2020,NA,"32","Friends","36",NA,"Ages_6+","1,","Box","0.1Kg (0.22 lb)","Retail","Small"
"596","41404","Emma's Play Cube - Photographer",NA,2020,NA,"31","Friends","40",NA,"Ages_6+","1,","Box","0.1Kg (0.22 lb)","Retail","Small"
"597","41405","Andrea's Play Cube - Pet Shop",NA,2020,NA,"33","Friends","40",NA,"Ages_6+","1,","Box","0.09Kg (0.2 lb)","Retail","Small"
"598","41406","Stephanie's Play Cube - Beauty Salon",NA,2020,NA,"35","Friends","44",NA,"Ages_6+","1,","Box","0.09Kg (0.2 lb)","Retail","Small"
"599","41407","Olivia's Play Cube - Sweet Shop",NA,2020,NA,"40","Friends","47",NA,"Ages_6+","1","Box","0.09Kg (0.2 lb)","Retail","Small"
"600","41408","Mia's Play Cube - Cinema",NA,2020,NA,"31","Friends","37",NA,"Ages_6+","1,","Box","0.09Kg (0.2 lb)","Retail","Small"
"601","41409","Emma's Play Cube - Toy Store",NA,2020,NA,"42","Friends","49",NA,"Ages_6+","1","Box","0.09Kg (0.2 lb)","Retail","Small"
"602","41410","Andrea's Summer Play Cube",NA,2020,NA,"39","Friends","43",NA,"Ages_6+","1","Plastic canister","0.1Kg (0.22 lb)","Retail","Small"
"603","41411","Stephanie's Summer Play Cube",NA,2020,NA,"37","Friends","47",NA,"Ages_6+","1,","Plastic canister","0.1Kg (0.22 lb)","Retail","Small"
"604","41412","Olivia's Summer Play Cube",NA,2020,NA,"39","Friends","48",NA,"Ages_6+","1,","Plastic canister","0.1Kg (0.22 lb)","Retail","Small"
"605","41413","Mia's Summer Play Cube",NA,2020,NA,"40","Friends","50",NA,"Ages_6+","1,","Plastic canister","0.1Kg (0.22 lb)","Retail","Small"
"606","41414","Emma's Summer Play Cube",NA,2020,NA,"45","Friends","46",NA,"Ages_6+","1,","NA","0.1Kg (0.22 lb)","NA","Small"
"607","41420","Friends Advent Calendar",NA,2020,NA,"163","Friends","236",NA,"Ages_6+","5,","Box","0.35Kg (0.77 lb)","Retail","Small"
"608","41421","Baby Elephant Jungle Rescue",NA,2020,NA,"111","Friends","203",NA,"Ages_6+","2","Box","0.34Kg (0.75 lb)","Retail","Small"
"609","41422","Panda Jungle Tree House",NA,2020,NA,"149","Friends","265",NA,"Ages_7+","2","Box","0.44Kg (0.97 lb)","Retail","Small"
"610","41423","Tiger Hot Air Balloon Jungle Rescue",NA,2020,NA,"145","Friends","302",NA,"Ages_7+","2","Box","0.63Kg (1.39 lb)","Retail","Small"
"611","41424","Jungle Rescue Base",NA,2020,NA,"251","Friends","648",NA,"Ages_8+","3,","Box","1.26Kg (2.78 lb)","Retail","Small"
"612","41425","Olivia's Flower Garden",NA,2020,NA,"61","Friends","92",NA,"Ages_6+","2,","Box","0.11Kg (0.24 lb)","Retail","Small"
"613","41426","Heartlake City Park Café",NA,2020,NA,"117","Friends","224",NA,"Ages_6+","2,","Box","0.33Kg (0.73 lb)","Retail","Small"
"614","41427","Emma's Fashion Shop",NA,2020,NA,"153","Friends","343",NA,"Ages_6+","2","Box","0.53Kg (1.17 lb)","Retail","Small"
"615","41428","Beach House",NA,2020,NA,"216","Friends","444",NA,"Ages_6+","2,","Box","0.72Kg (1.59 lb)","Retail","Small"
"616","41429","Heartlake City Airplane",NA,2020,NA,"238","Friends","574",NA,"Ages_7+","3,","Box","1.09Kg (2.4 lb)","Retail","Small"
"617","41430","Summer Fun Water Park",NA,2020,NA,"394","Friends","1001",NA,"Ages_8+","4,","Box","1.72Kg (3.79 lb)","Retail","Small"
"618","41431","Heartlake City Brick Box",NA,2020,NA,"121","Friends","321",NA,"Ages_5+","2,","Tub","0.96Kg (2.11 lb)","Retail","Small"
"619","41432","Alpaca Mountain Jungle Rescue",NA,2020,NA,"270","Friends","512",NA,"Ages_7+","2","Box","NA","Retail","Small"
"620","41433","Party Boat",NA,2020,NA,"271","Friends","640",NA,"Ages_7+","3,","Box","1.25Kg (2.75 lb)","Retail","Small"
"621","41434","Andrea's Jungle Play Cube",NA,2020,NA,"43","Friends","47",NA,"Ages_6+","1,","Plastic canister","NA","Retail","Small"
"622","41435","Stephanie's Jungle Play Cube",NA,2020,NA,"38","Friends","41",NA,"Ages_6+","1,","Plastic canister","NA","Retail","Small"
"623","41436","Olivia's Jungle Play Cube",NA,2020,NA,"42","Friends","51",NA,"Ages_6+","1,","Plastic canister","NA","Retail","Small"
"624","41437","Mia's Jungle Play Cube",NA,2020,NA,"36","Friends","43",NA,"Ages_6+","1,","Plastic canister","NA","Retail","Small"
"625","41438","Emma's Jungle Play Cube",NA,2020,NA,"40","Friends","50",NA,"Ages_6+","1,","Plastic canister","NA","Retail","Small"
"626","41439","Cat Grooming Car","-",2021,NA,"45","Friends","60",NA,"Ages_4+","2,","Box","0.12Kg (0.26 lb)","Retail","Small"
"627","41440","Heartlake City Bakery","-",2021,NA,"68","Friends","99",NA,"Ages_4+","2,","Box","NA","Retail","Small"
"628","41441","Horse Training and Trailer","446.90 Kr*",2021,NA,"96","Friends","148",NA,"Ages_4+","2,","Box","NA","Retail","Small"
"629","41442","Vet Clinic Rescue Buggy","-",2021,NA,"74","Friends","100",NA,"Ages_NA","2,","Box","NA","Retail","Small"
"630","41443","Olivia's Electric Car","-",2021,NA,"101","Friends","183",NA,"Ages_NA","2,","Box","NA","Retail","Small"
"631","41444","Heartlake City Organic Cafe","460.44 Kr*",2021,NA,"172","Friends","314",NA,"Ages_NA","3,","Box","NA","Retail","Small"
"632","41445","Vet Clinic Ambulance","-",2021,NA,"168","Friends","304",NA,"Ages_NA","2,","Box","NA","Retail","Small"
"633","41446","Heartlake City Vet Clinic","-",2021,NA,"162","Friends","258",NA,"Ages_6+","3,","Box","0.57Kg (1.25 lb)","Retail","Small"
"634","41447","Heartlake City Park",NA,2021,NA,"158","Friends","432",NA,"Ages_NA","4","Box","NA","Retail","Small"
"635","41448","Heartlake City Movie Theatre","-",2021,NA,"166","Friends","451",NA,"Ages_7+","3,","Box","NA","Retail","Small"
"636","41449","Andrea's Family House","670.44 Kr",2021,NA,"283","Friends","802",NA,"Ages_NA","5,","Box","NA","Retail","Small"
"637","41450","Heartlake City Shopping Mall","-",2021,NA,"329","Friends","1032",NA,"Ages_8+","6,","Box","NA","Retail","Small"
"638","41662","Olivia's Flamingo Cube","-",2021,NA,"37","Friends","41",NA,"Ages_NA","1,","Box","NA","Retail","Small"
"639","41663","Emma's Dalmatian Cube","-",2021,NA,"38","Friends","41",NA,"Ages_NA","1,","Box","NA","Retail","Small"
"640","41664","Mia's Pug Cube","-",2021,NA,"32","Friends","40",NA,"Ages_NA","1","Box","NA","Retail","Small"
"641","41665","Stephanie's Cat Cube","-",2021,NA,"33","Friends","46",NA,"Ages_NA","1,","Box","NA","Retail","Small"
"642","41666","Andrea's Bunny Cube","-",2021,NA,"34","Friends","45",NA,"Ages_NA","1,","Box","NA","Retail","Small"
"643","41667","Olivia's Gaming Cube","-",2021,NA,"45","Friends","64",NA,"Ages_6+","1,","Box","NA","Retail","Small"
"644","41668","Emma's Fashion Cube","-",2021,NA,"46","Friends","58",NA,"Ages_6+","1","Box","NA","Retail","Small"
"645","41669","Mia's Soccer Cube","-",2021,NA,"40","Friends","56",NA,"Ages_6+","1,","Box","NA","Retail","Small"
"646","41670","Stephanie's Ballet Cube","-",2021,NA,"47","Friends","60",NA,"Ages_6+","1,","Box","NA","Retail","Small"
"647","41671","Andrea's Swimming Cube","-",2021,NA,"42","Friends","59",NA,"Ages_6+","1,","Box","NA","Retail","Small"
"648","41677","Forest Waterfall","-",2021,NA,"59","Friends","93",NA,"Ages_5+","2,","Box","NA","Retail","Small"
"649","41679","Forest House","337.80 Kr",2021,NA,"173","Friends","326",NA,"Ages_6+","3,","Box","NA","Retail","Small"
"650","41681","Forest Camper Van and Sailboat","473.64 Kr",2021,NA,"225","Friends","487",NA,"Ages_7+","3,","Box","NA","Retail","Small"
"651","41682","Heartlake City School","535.00 Kr",2021,NA,"190","Friends","605",NA,"Ages_6+","3,","Box","NA","Retail","Small"
"652","41683","Forest Horseback Riding Center","670.44 Kr",2021,NA,"197","Friends","511",NA,"Ages_7+","3,","Box","NA","Retail","Small"
"653","41684","Heartlake City Grand Hotel","-",2021,NA,"391","Friends","1308",NA,"Ages_8+","4,","Box","NA","Retail","Small"
"654","41685","Magical Funfair Roller Coaster","-",2021,NA,"338","Friends","974",NA,"Ages_8+","4,","Box","NA","Retail","Small"
"655","41686","Magical Acrobatics","-",2021,NA,"83","Friends","223",NA,"Ages_6+","2,","Box","NA","Retail","Small"
"656","41687","Magical Funfair Stalls","-",2021,NA,"171","Friends","361",NA,"Ages_6+","3,","Box","NA","Retail","Small"
"657","41688","Magical Caravan","568.18 Kr",2021,NA,"173","Friends","348",NA,"Ages_7+","2,","Box","NA","Retail","Small"
"658","41689","Magical Ferris Wheel and Slide","-",2021,NA,"203","Friends","545",NA,"Ages_7+","3,","Box","NA","Retail","Small"
"659","41690","Friends Advent Calendar",NA,2021,NA,"228","Friends","370",NA,"Ages_6+","5,","Box","NA","Retail","Small"
"660","41691","Doggy Day Care","-",2021,NA,"125","Friends","221",NA,"Ages_NA","2,","Box","NA","Retail","Small"
"661","41692","Vet Clinic Rescue Helicopter","-",2021,NA,"137","Friends","249",NA,"Ages_6+","2,","Box","NA","Retail","Small"
"662","41693","Surfer Beachfront",NA,2021,NA,"329","Friends","685",NA,"Ages_6+","4,","Box","NA","Retail","Small"
"663","41694","Pet Clinic Ambulance","101.58 Kr",2022,NA,"37","Friends","54",NA,"Ages_4+","2","Box","NA","Retail","Small"
"664","41695","Pet Clinic","203.17 Kr*",2022,NA,"61","Friends","111",NA,"Ages_4+","2,","Box","NA","Retail","Small"
"665","41696","Pony-Washing Stable","162.46 Kr*",2022,NA,"49","Friends","60",NA,"Ages_4+","2,","Box","NA","Retail","Small"
"666","41697","Turtle Protection Vehicle","-",2022,NA,"60","Friends","90",NA,"Ages_NA","2,","Box","NA","Retail","Small"
"667","41698","Pet Playground","-",2022,NA,"109","Friends","210",NA,"Ages_5+","2,","Box","NA","Retail","Small"
"668","41699","Pet Adoption Café","189.62 Kr",2022,NA,"163","Friends","292",NA,"Ages_NA","2,","Box","NA","Retail","Small"
"669","41700","Beach Glamping","-",2022,NA,"189","Friends","380",NA,"Ages_NA","3,","Box","NA","Retail","Small"
"670","41701","Street Food Market","-",2022,NA,"289","Friends","592",NA,"Ages_NA","3,","Box","NA","Retail","Small"
"671","41702","Canal Houseboat","715.82 Kr",2022,NA,"332","Friends","737",NA,"Ages_7+","4,","Box","NA","Retail","Small"
"672","41703","Friendship Tree House","663.67 Kr",2022,NA,"357","Friends","1114",NA,"Ages_8+","4,","Box","NA","Retail","Small"
"673","41704","Main Street Building","-",2022,NA,"609","Friends","1682",NA,"Ages_8+","8,","Box","NA","Retail","Small"
"674","41705","Heartlake City Pizzeria","92.24 Kr",2022,NA,"96","Friends","144",NA,"Ages_5+","2,","Box","NA","Retail","Small"
"675","41706","Friends Advent Calendar","-",2022,NA,"179","Friends","312",NA,"Ages_NA","4,","Box","NA","NA","Small"
"676","41707","Tree-Planting Vehicle","-",2022,NA,"162","Friends","336",NA,"Ages_NA","2,","Box","NA","Retail","Small"
"677","41708","Roller Disco Arcade","467.28 Kr",2022,NA,"248","Friends","642",NA,"Ages_7+","3,","Box","NA","Retail","Small"
"678","41709","Vacation Beach House","-",2022,NA,"318","Friends","686",NA,"Ages_7+","4,","Box","NA","Retail","Small"
"679","41710","Surfer Beach Fun","-",2022,NA,"166","Friends","288",NA,"Ages_6+","3,","Box","NA","Retail","Small"
"680","41711","Emma's Art School","440.19 Kr",2022,NA,"307","Friends","844",NA,"Ages_8+","3,","Box","NA","Retail","Small"
"681","41712","Recycling Truck","148.99 Kr",2022,NA,"112","Friends","259",NA,"Ages_6+","2,","Box","NA","Retail","Small"
"682","41713","Olivia's Space Academy","474.05 Kr",2022,NA,"335","Friends","757",NA,"Ages_8+","4,","Box","NA","Retail","Small"
"683","41714","Andrea's Theatre School","798.91 Kr",2022,NA,"362","Friends","1154",NA,"Ages_8+","4,","Box","NA","Retail","Small"
"684","41715","Ice Cream Truck","148.99 Kr",2022,NA,"58","Friends","84",NA,"Ages_4+","2,","Box","NA","Retail","Small"
"685","41716","Stephanie's Sailing Adventure","297.98 Kr",2022,NA,"162","Friends","304",NA,"Ages_7+","3,","Box","NA","Retail","Small"
"686","41717","Mia's Wildlife Rescue","312.87 Kr",2022,NA,"217","Friends","430",NA,"Ages_7+","3,","Box","NA","Retail","Small"
"687","41718","Pet Day-Care Center","-",2022,NA,"290","Friends","593",NA,"Ages_7+","4,","Box","NA","Retail","Small"
"688","41719","Mobile Fashion Boutique","65.01 Kr",2022,NA,"65","Friends","94",NA,"Ages_6+","2,","Box","NA","Retail","Small"
"689","41720","Water Park","508.25 Kr",2022,NA,"188","Friends","373",NA,"Ages_6+","3,","Box","NA","Retail","Small"
"690","41721","Organic Farm ","-",2022,NA,"344","Friends","826",NA,"Ages_7+","4,","Box","NA","Retail","Small"
"691","41722","Horse Show Trailer","625.14 Kr",2022,NA,"316","Friends","989",NA,"Ages_8+","3,","Box","NA","Retail","Small"
"692","41723",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"693","41724",NA,"319.65 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"694","41725",NA,"64.34 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"695","41726",NA,"148.99 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"696","41727",NA,"338.61 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"697","41728",NA,"189.62 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"698","41729",NA,"649.99 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"699","41730",NA,"467.28 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"700","41731",NA,"643.36 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"701","41732",NA,"1185 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"702","41733",NA,"65.01 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"703","41734",NA,"738.17 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"704","41735",NA,"372.47 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"705","41736",NA,"440.19 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"706","41737",NA,"914.24 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"707","41738",NA,"65.01 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"708","41739",NA,"146.28 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"709","41740",NA,"146.28 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"710","41741",NA,"196.39 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"711","41743",NA,"319.65 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"712","41744",NA,"811.17 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"713","41745",NA,"507.91 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"714","41746",NA,"270.89 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"715","41747",NA,"482.18 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"716","41748",NA,"1354 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"717","41749",NA,"270.89 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"718","41751",NA,"426.65 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"719","41752",NA,"142.22 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"720","41753",NA,"67.72 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"721","41754",NA,"101.58 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"722","41755",NA,"148.99 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"723","41757",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"724","41759",NA,"540.96 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"725","41801",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"726","41802",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"727","41803",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"728","41805",NA,"169.30 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"729","41806",NA,"378.90 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"730","41807",NA,"-",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"731","41808",NA,"115.13 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"732","41809",NA,"135.44 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"733","41811",NA,"326.89 Kr",NA,NA,NA,NA,NA,NA,"Ages_NA",NA,NA,NA,NA,NA
"734","41900","Rainbow Bracelet",NA,2020,NA,"9","Dots","33",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"735","41901","Funky Animals Bracelet",NA,2020,NA,"10","Dots","33",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"736","41902","Sparkly Unicorn Bracelet",NA,2020,NA,"9","Dots","33",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"737","41903","Cosmic Wonder Bracelet",NA,2020,NA,"9","Dots","33",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"738","41904","Animal Picture Holders",NA,2020,NA,"54","Dots","423",NA,"Ages_NA",NA,"Plastic box","NA","Retail","Small"
"739","41905","Rainbow Jewelry Stand",NA,2020,NA,"42","Dots","213",NA,"Ages_NA",NA,"Plastic box","NA","Retail","Small"
"740","41906","Pineapple Pencil Holder",NA,2020,NA,"39","Dots","351",NA,"Ages_NA",NA,"Plastic box","NA","Retail","Small"
"741","41907","Desk Organiser",NA,2020,NA,"44","Dots","405",NA,"Ages_NA",NA,"Plastic box","0.4Kg (0.88 lb)","Retail","Small"
"742","41908","Extra DOTS - Series 1",NA,2020,NA,"6","Dots","109",NA,"Ages_6+",NA,"Foil pack","NA","Retail","Small"
"743","41909","Mermaid Vibes Bracelets","-",2021,NA,"9","Dots","34",NA,"Ages_NA",NA,"Foil pack","0.02Kg (0.04 lb)","Retail","Small"
"744","41910","Ice Cream Besties Bracelets","-",2021,NA,"12","Dots","34",NA,"Ages_NA",NA,"Foil pack","0.02Kg (0.04 lb)","Retail","Small"
"745","41911","Go Team! Bracelet",NA,2020,NA,"12","Dots","33",NA,"Ages_NA",NA,"Foil pack","0.02Kg (0.04 lb)","Retail","Small"
"746","41912","Love Birds Bracelet",NA,2020,NA,"10","Dots","33",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"747","41913","Bracelet Mega Pack",NA,2020,NA,"39","Dots","300",NA,"Ages_NA",NA,"Plastic box","0.22Kg (0.48 lb)","Retail","Small"
"748","41914","Creative Picture Frames",NA,2020,NA,"31","Dots","398",NA,"Ages_NA",NA,"Plastic box","0.37Kg (0.81 lb)","Retail","Small"
"749","41915","Jewelry Box",NA,2020,NA,"35","Dots","374",NA,"Ages_NA",NA,"Plastic box","0.4Kg (0.88 lb)","Retail","Small"
"750","41916","Extra DOTS - Series 2",NA,2020,NA,"6","Dots","109",NA,"Ages_6+",NA,"Foil pack","0.01Kg (0.02 lb)","Retail","Small"
"751","41917","Magic Forest Bracelet",NA,2020,NA,"9","Dots","33",NA,"Ages_NA",NA,"Foil pack","0.02Kg (0.04 lb)","Retail","Small"
"752","41918","Adventure Bracelets","-",2021,NA,"14","Dots","34",NA,"Ages_NA",NA,"Foil pack","0.02Kg (0.04 lb)","Retail","Small"
"753","41919","Power Bracelet",NA,2020,NA,"12","Dots","33",NA,"Ages_NA",NA,"Foil pack","0.02Kg (0.04 lb)","Retail","Small"
"754","41921","Extra DOTS - Series 3","-",2021,NA,"7","Dots","107",NA,"Ages_6+",NA,"Foil pack","NA","Retail","Small"
"755","41922","Cool Cactus Bracelet","-",2021,NA,"10","Dots","33",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"756","41923","Monster Bracelets","-",2021,NA,"10","Dots","34",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"757","41924","Secret Holder","-",2021,NA,"27","Dots","451",NA,"Ages_NA",NA,"Plastic box","NA","Retail","Small"
"758","41925","Secret Boxes","-",2021,NA,"34","Dots","273",NA,"Ages_NA",NA,"Plastic box","NA","Retail","Small"
"759","41926","Creative Party Kit","-",2021,NA,"22","Dots","622",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"760","41927","Bag Tag Dog","-",2021,NA,"22","Dots","84",NA,"Ages_NA",NA,"Box with handle","NA","Retail","Small"
"761","41928","Bag Tag Narwhal","-",2021,NA,"18","Dots","85",NA,"Ages_NA",NA,"Box with handle","NA","Retail","Small"
"762","41929","Bag Tag Leopard","-",2021,NA,"18","Dots","84",NA,"Ages_NA",NA,"Box with handle","NA","Retail","Small"
"763","41930","Bag Tag Panda","-",2021,NA,"21","Dots","84",NA,"Ages_NA",NA,"Box with handle","NA","Retail","Small"
"764","41931","Extra DOTS - Series 4","-",2021,NA,"20","Dots","105",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"765","41932","Extra DOTS - Series 5","-",2021,NA,"7","Dots","120",NA,"Ages_NA",NA,"Foil pack","0.02Kg (0.04 lb)","Retail","Small"
"766","41933","Music Bracelet","-",2021,NA,"9","Dots","33",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"767","41934","Starlight Bracelets","-",2021,NA,"8","Dots","34",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"768","41935","Lots of DOTS",NA,2021,NA,"44","Dots","1040",NA,"Ages_NA",NA,"Box","NA","Retail","Small"
"769","41936","Pencil Holder",NA,2021,NA,"37","Dots","321",NA,"Ages_NA",NA,"Plastic box","NA","Retail","Small"
"770","41937","Multi Pack - Summer Vibes",NA,2021,NA,"47","Dots","441",NA,"Ages_6+",NA,"Plastic box","NA","Retail","Small"
"771","41938","Creative Designer Box",NA,2021,NA,"64","Dots","849",NA,"Ages_7+",NA,"Box","NA","Retail","Small"
"772","41939","Bag Tag Dragon",NA,2021,NA,"18","Dots","82",NA,"Ages_NA",NA,"Box with handle","NA","Retail","Small"
"773","41940","Bag Tag Unicorn",NA,2021,NA,"23","Dots","80",NA,"Ages_NA",NA,"Box with handle","NA","Retail","Small"
"774","41942","Into the Deep Bracelets with Charms","-",2022,NA,"12","Dots","36",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"775","41943","Gamer Bracelet with Charms","-",2022,NA,"13","Dots","37",NA,"Ages_NA",NA,"Foil pack","NA","Retail","Small"
"776","41944","Candy Kitty Bracelet & Bag Tag","-",2022,NA,"32","Dots","188",NA,"Ages_NA",NA,"Box with handle","NA","Retail","Small"
"777","41945","Neon Tiger Bracelet & Bag Tag","-",2022,NA,"32","Dots","188",NA,"Ages_NA",NA,"Box with handle","NA","Retail","Small"
